melting_point,0-norm,2-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData minimum MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData range Row,MagpieData avg_dev Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData avg_dev Electronegativity,MagpieData minimum NsValence,MagpieData mean NsValence,MagpieData minimum NpValence,MagpieData range NpValence,MagpieData minimum NdValence,MagpieData mean NdValence,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData mode NpUnfilled,MagpieData mean NdUnfilled,MagpieData maximum NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData mode SpaceGroupNumber,compound possible,Yang delta,Yang omega,APE mean,Radii gamma,Total weight,Lambda entropy,Electronegativity delta,Mixing enthalpy,Mean cohesive energy,Interant electrons,Shear modulus local mismatch
11.1,3,0.8008408081510333,31,50,19,34.955,6.201439999999999,74,0.8639680000000012,1,0.3386880000000001,122,142,20,6.458592000000008,1.78,1.96,0.1799999999999999,0.0193522800000001,2,2.0,1,1,10,10.0,4,5,5,0.0,5,18.8575,33.285,14.427499999999997,2.7778923200000003,141,77,80.334,64,False,0.0623794523628447,1.133926697817451,-0.006603878,1.093178772373374,79.724284,-1.400673252,0.0180860100402017,1.611904,2.7889,4,5.0880832080000005
11.37,3,0.7136932114010894,31,50,19,37.011,8.090806,74,1.2813919999999994,1,0.440142,122,142,20,8.298090000000009,1.78,1.96,0.1799999999999999,0.0343275,2,2.0,1,1,10,10.0,4,5,5,0.0,5,18.8575,33.285,14.427499999999997,3.896323405,141,77,88.775,64,False,0.0699344940884218,1.2698825356319348,-0.022265618,1.0926144038079366,84.955565,-1.444147932,0.0209076858156918,1.967852,2.79267,4,6.559466682
11.78,3,0.746410074958799,31,50,19,36.262,7.493088,74,0.9654719999999988,1,0.4101120000000001,122,142,20,7.869023999999992,1.78,1.96,0.1799999999999999,0.0225575999999998,2,2.0,1,1,10,10.0,4,5,5,0.0,5,18.8575,33.285,14.427499999999997,3.2180548799999995,141,77,85.756,64,False,0.0679013836764041,1.094297264704483,-0.016767654,1.0928117158685298,83.013936,-1.385910017,0.0208076461359046,2.016384,2.77484,4,6.342936479999999
14.9,3,0.8675252157718529,30,50,20,33.06,3.7268000000000017,69,1.207800000000004,1,0.1958000000000002,122,139,17,3.328600000000004,1.65,1.96,0.31,0.0304259999999998,2,2.0,0,2,10,10.0,0,5,5,0.0,5,13.96,33.285,19.325,2.8572280000000005,194,130,76.37,64,False,0.0482606859957623,3.4162747938973634,0.0062744467697124,1.093681309951164,7498.214999999999,-1.705228249,0.0038106169399981,0.3916,2.8025,3,1.869562
15.2,2,0.8511462858991984,31,49,18,33.97,4.959899999999999,74,0.2755499999999946,1,0.2755500000000001,122,142,20,5.510999999999989,1.78,1.81,0.03,0.0082665,2,2.0,1,0,10,10.0,5,5,5,0.0,5,18.8575,24.26,5.4025,1.488658875000001,139,75,76.375,64,False,0.0567038266485748,0.7293529818504851,0.0006062076931269,1.09344098483821,77.163675,-1.15807338,0.0182532849303834,1.6533000000000002,2.76215,2,4.64880405
15.5,2,0.7937568897338781,31,49,18,35.41,6.659099999999999,74,0.3699500000000023,1,0.36995,122,142,20,7.399000000000004,1.78,1.81,0.03,0.0110985000000001,2,2.0,1,0,10,10.0,5,5,5,0.0,5,18.8575,24.26,5.4025,1.998654874999998,139,75,82.375,64,False,0.0649094916071128,0.6965039089979641,-0.010699757,1.0930304925702956,8077.1275,-1.098685575,0.0212336312249102,2.2197,2.73895,2,6.24142645
15.5,2,0.8104319835741924,31,49,18,34.96,6.1776,74,0.3431999999999993,1,0.3431999999999998,122,142,20,6.864000000000003,1.78,1.81,0.03,0.0102959999999999,2,2.0,1,0,10,10.0,5,5,5,0.0,5,18.8575,24.26,5.4025,1.854138,139,75,80.5,64,False,0.0627555358132113,0.703770700235406,-0.007168998,1.0931582847221604,7964.39,-1.112348048,0.0204263463286074,2.0592,2.7462,2,5.7901272
15.7,2,0.814260707636074,31,49,18,34.861,6.065630999999999,74,0.3369795000000006,1,0.3369795,122,142,20,6.739590000000003,1.78,1.81,0.03,0.0101093850000001,2,2.0,1,0,10,10.0,5,5,5,0.0,5,18.8575,24.26,5.4025,1.820531748749998,139,75,80.0875,64,False,0.0622360690339694,0.7056807117932485,-0.006391944,1.0931864581583213,7939.58775,-1.115862145,0.0202348983111685,2.021877,2.747795,2,5.685181145
18.8,3,0.8309031231136395,30,50,20,33.22,4.027199999999999,69,1.3392000000000013,1,0.2112,122,139,17,3.5904000000000043,1.65,1.96,0.31,0.0339840000000001,2,2.0,0,2,10,10.0,0,5,5,0.0,5,13.96,33.285,19.325,3.1176119999999985,194,130,81.04,64,False,0.0499707773232027,4.043120671465726,0.0027364657064722,1.0935849939922535,7534.26,-1.950968487,0.0039571546052781,0.4223999999999999,2.762,3,2.021748
20.0,2,0.8754713016427209,31,50,19,33.565,4.437449999999998,74,1.4013000000000018,1,0.2335499999999998,122,139,17,3.9703500000000016,1.81,1.96,0.1499999999999999,0.0350325,2,2.0,1,1,10,10.0,4,5,5,0.0,5,18.8575,33.285,14.427499999999997,3.369542625,141,77,74.395,64,False,0.0524441482254799,2.3261478581810717,0.0048515966892753,1.0935960946935923,7633.6245,-1.196388315,0.0041605110184067,0.4671,2.85455,3,2.22222825
20.2,3,0.7730459236035075,31,50,19,35.86,7.1928,70,2.129599999999998,1,0.3847999999999999,122,144,22,6.837600000000002,1.69,1.96,0.27,0.0535919999999998,2,2.0,0,2,10,10.0,0,5,5,0.0,5,18.8575,33.285,14.427499999999997,4.940298,194,130,86.14,64,False,0.0670311265608582,2.655680160322124,-0.012886088,1.1017582819625018,8220.766,-1.266908348,0.0058052374990881,0.7696000000000001,2.8166,3,3.54302
20.5,2,0.8754713016427209,31,50,19,33.565,4.437449999999998,74,1.4013000000000018,1,0.2335499999999998,122,139,17,3.9703500000000016,1.81,1.96,0.1499999999999999,0.0350325,2,2.0,1,1,10,10.0,4,5,5,0.0,5,18.8575,33.285,14.427499999999997,3.369542625,141,77,74.395,64,False,0.0524441482254799,2.3261478581810717,0.0048515966892753,1.0935960946935923,7633.6245,-1.196388315,0.0041605110184067,0.4671,2.85455,3,2.22222825
24.6,3,0.9315578350268972,30,48,18,31.29,0.6683999999999992,69,0.6137999999999986,1,0.0391999999999995,122,144,22,0.8623999999999978,1.65,1.81,0.1600000000000001,0.0193439999999999,2,2.0,0,1,10,10.0,0,5,5,0.0,5,13.96,19.495,5.535,0.4665374999999999,194,130,73.1,64,False,0.0254931888038621,10.286056112294345,0.0164483479444461,1.103048133773222,7036.106,-3.780466265,0.0017077335935594,0.0784,2.704,1,0.274659
25.0,2,0.9656345064256971,30,31,1,30.965,0.0675500000000001,69,0.3377499999999973,0,0.0,122,122,0,0.0,1.65,1.81,0.1600000000000001,0.010808,2,2.0,0,1,10,10.0,0,5,5,0.0,5,13.96,18.8575,4.897500000000001,0.3308261250000022,194,130,68.55,64,False,0.0082160685267069,399284.1249147767,0.0215376431906715,1.0269846723038245,6957.201,-18.68568161,0.0,1e-06,2.7589,1,0.0097947499999999
26.7,2,0.9792252039240004,13,31,18,30.622,0.7401240000000001,73,0.0411180000000007,1,0.0411179999999999,121,122,1,0.0411180000000007,1.61,1.81,0.1999999999999999,0.0082235999999999,2,2.0,1,0,0,9.79,5,5,5,0.0,5,16.48,18.8575,2.3775000000000013,0.097758044999999,225,161,67.381,64,False,0.0074820062823478,3.2571868716557906,0.022516954799008,1.0314826609812295,68.82542931059999,-15.13466849,0.0034953828413952,0.082236,2.82218,2,0.2236819199999999
29.76,1,1.0,31,31,0,31.0,0.0,74,0.0,0,0.0,122,122,0,0.0,1.81,1.81,0.0,0.0,2,2.0,1,0,10,10.0,5,5,5,0.0,5,18.8575,18.8575,0.0,0.0,64,0,64.0,64,True,0.0,0.0,0.0239939999999999,1.0,69.723,0.0,0.0,1e-06,2.81,1,0.0
29.8,2,0.990050503762308,31,47,16,31.16,0.3168000000000002,65,0.1781999999999894,1,0.0197999999999997,122,145,23,0.4554000000000039,1.81,1.93,0.1199999999999998,0.002376,1,1.99,0,1,10,10.0,0,5,5,0.0,5,16.33,18.8575,2.5275000000000034,0.0500445000000006,225,161,65.61,64,False,0.0074197422603029,0.7342089315189395,0.0232797203152984,1.0449611012055948,70.104452,-8.457311122,0.0060632994339221,0.198,2.8114,2,0.087318
29.8,2,0.990050503762308,31,82,51,31.51,1.0098000000000016,74,0.1386000000000072,2,0.0395999999999995,122,146,24,0.4751999999999949,1.81,2.33,0.52,0.010296,2,2.0,1,1,10,10.0,4,5,5,0.0,5,18.8575,28.11,9.252499999999998,0.1831994999999984,225,161,65.61,64,False,0.0296127213424589,0.7192929045157509,0.0207416223818836,1.1790295125754378,71.09777,-0.53094961,0.0,0.198,2.8022,3,0.3175326
29.8,3,0.990025252203195,31,83,52,31.34,0.6731999999999998,65,0.1198500000000005,2,0.0296999999999996,122,148,26,0.4851000000000044,1.81,2.02,0.2099999999999999,0.0032669999999999,1,1.995,0,3,10,10.0,0,5,5,0.0,5,16.33,32.95,16.620000000000005,0.1403467500000011,225,213,64.545,64,False,0.015603073942691,8.24286416735499,0.0226037694011504,1.1255629941571923,70.610013,-2.149157107,0.0043801643845475,0.0195999999999999,2.80755,5,0.165923
