density,formula,composition_obj,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model
8.04,Bi31.6In48.8Sn19.6,Bi31.6 In48.8 Sn19.6,3,0.6135275054958824,0.5375129157884314,0.499570115829573,0.49137478060824347,0.48863415587000075,49.0,83.0,34.0,59.94,14.573919999999998,49.0,75.0,86.0,11.0,79.456,4.349056,75.0,114.818,208.9804,94.1624,145.3361504,40.22316574720001,114.818,429.75,544.4,114.64999999999998,480.74407999999994,49.770222079999996,429.75,13.0,15.0,2.0,13.828000000000001,0.808128,13.0,5.0,6.0,1.0,5.316,0.43228799999999995,5.0,139.0,148.0,9.0,143.308,2.9653439999999978,142.0,1.78,2.02,0.24,1.89112,0.10845311999999999,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,1.828,0.808128,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,4.424,6.0520320000000005,0.0,13.0,29.0,16.0,18.252000000000002,6.792736000000001,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.172000000000001,0.8081280000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.172000000000001,0.8081280000000001,5.0,24.26,33.285,9.024999999999995,28.77494,4.40658144,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,141.0,129.0,99.26,55.148320000000005,139.0,2.0,1.828,10.0,4.424,False,0.014296815877557045,0.003032020228400178,Bi0.4543797686827956 In0.3855281968442725 Sn0.16009203447293177 ,Bi0.316In0.488Sn0.196,0.020700647949724947,11.192528232032954,0.0017100844229159238,1.5130080000000001,1.0270947486795896,-0.008592987479127314,145.3361504,14533.61504,-20.052858994112587,0.0310238318804634,0.06246400000000012,13.828,0.369088,2.53408,6.0,0,6.0,0,0,9.494104,0.627297497181334,3.160080992,-0.1421998544597139
9.59,Bi0.416Sn0.194Pb0.232Cd0.158,Bi0.416 Sn0.194 Pb0.232 Cd0.158,4,0.5380334562088123,0.45744672356810046,0.4227579811286002,0.41733701010727536,0.41614368439960503,48.0,83.0,35.0,70.836,15.300544,83.0,70.0,86.0,16.0,81.148,4.036864,86.0,112.411,208.9804,96.5694,175.79692440000002,42.17967877759999,208.9804,505.08,600.61,95.53000000000003,557.6842,31.462884000000027,544.4,12.0,15.0,3.0,14.100000000000001,0.7488000000000001,15.0,5.0,6.0,1.0,5.648000000000001,0.4561919999999999,6.0,139.0,148.0,9.0,145.158,2.755232000000004,148.0,1.69,2.33,0.6400000000000001,2.02814,0.14006304000000006,2.02,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.1,0.7488,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,9.072,6.386688,14.0,12.0,29.0,17.0,23.172000000000004,7.0890879999999985,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.952,0.9328320000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.952,0.9328320000000001,3.0,19.495,33.285,13.789999999999996,29.76622,4.0141916,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,115.198,85.860736,12.0,2.0,2.1,10.0,9.072,False,0.09733158791905794,0.009764672125177674,Bi0.49452427394116566 Sn0.13100195056654812 Pb0.2734427815734869 Cd0.10103099391879918 ,Bi0.416Sn0.194Pb0.232Cd0.158,0.04191028364535955,4.915194161014393,0.006858173167895464,3.5913200000000005,1.0725375235100216,-0.010920377828999411,175.79692440000002,175.79692440000002,-6.217223277509935,0.009105866564259886,0.018546800000000144,14.100000000000001,1.23904,2.17028,7.0,0,7.0,0,0,13.987372,0.4393339720785046,3.360155384,-0.08854779877312105
9.4,Bi0.385Sn0.222Pb0.253In0.14,Bi0.385 Sn0.222 Pb0.253 In0.14,4,0.5302056204907677,0.44301298142672174,0.3988076072892134,0.38899599064166546,0.38572992430592906,49.0,83.0,34.0,70.661,15.238564,83.0,75.0,86.0,11.0,81.863,3.18549,86.0,114.818,208.9804,94.1624,175.30719399999998,42.066128456,208.9804,429.75,600.61,170.86,533.84109,41.915429159999995,544.4,13.0,15.0,2.0,14.245000000000001,0.5813500000000003,15.0,5.0,6.0,1.0,5.638,0.46191200000000004,6.0,139.0,148.0,9.0,144.656,3.2549439999999983,148.0,1.78,2.33,0.55,2.05151,0.14091594,2.02,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.245,0.58135,3.0,10.0,10.0,0.0,10.000000000000002,1.7763568394002505e-15,10.0,0.0,14.0,14.0,8.932,6.466768000000001,14.0,13.0,29.0,16.0,23.177,6.924148000000001,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.7550000000000003,0.5813499999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.7550000000000003,0.5813499999999999,3.0,24.26,33.285,9.024999999999995,30.583250000000003,3.0219745,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,112.30699999999999,77.23639,12.0,2.0,2.245,10.000000000000002,8.932,False,0.0728361721882469,0.007880101345552453,Bi0.45895123961655565 Sn0.150328228971596 Pb0.29902708955572016 In0.09169344185612828 ,Bi0.385Sn0.222Pb0.253In0.14,0.04518644350814994,13.548277717940282,0.0051938589448379995,3.8845840000000003,1.0725593085479133,-0.011012597500860023,175.30719399999998,175.30719399999998,-5.393534303268825,0.020557129735121388,0.036007550000000145,14.245000000000001,0.433928,2.4027700000000003,8.0,0,8.0,0,0,10.928037999999999,0.49235820847503226,2.9444687940000005,-0.11881250339424362
8.02,Bi0.23In0.582Sn0.188,Bi0.23 In0.582 Sn0.188,3,0.6534278843147114,0.5999528111035922,0.5835233448891036,0.5821555451970248,0.58200612679721,49.0,83.0,34.0,57.007999999999996,11.956319999999998,49.0,75.0,86.0,11.0,78.47,4.03908,75.0,114.818,208.9804,94.1624,137.207048,33.015741919999996,114.818,429.75,544.4,114.64999999999998,470.28154,47.17871256,429.75,13.0,15.0,2.0,13.648,0.7542719999999998,13.0,5.0,6.0,1.0,5.23,0.3542000000000002,5.0,139.0,148.0,9.0,142.816,2.384640000000001,142.0,1.78,2.02,0.24,1.86904,0.10364255999999998,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,1.6480000000000001,0.754272,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,3.22,4.9588,0.0,13.0,29.0,16.0,16.868000000000002,5.580720000000001,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.351999999999999,0.7542720000000002,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.351999999999999,0.7542720000000002,5.0,24.26,33.285,9.024999999999995,27.955399999999997,4.301445599999998,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,141.0,129.0,110.166,45.15636,139.0,2.0,1.6480000000000001,10.0,3.22,False,0.014296815877557045,0.0028353601463070913,Bi0.3503135786435695 In0.48703092861527053 Sn0.16265549274116006 ,Bi0.23In0.582Sn0.188,0.018809958225848366,10.433432186771018,0.007797981543870793,1.2397,1.027131851397008,-0.008041800873282755,137.207048,137.207048,-22.72885997171175,0.030792244312246253,0.06081900000000011,13.648,0.36248,2.55836,6.0,0,6.0,0,0,8.591916000000001,0.6999980441753937,3.0725107120000006,-0.15812423610165155
9.714,Sn15.5Bi52.5Pb32,Sn15.5 Bi52.5 Pb32,3,0.63407412815853,0.5658683491414064,0.5337712131120247,0.5273276813120655,0.5253706759704118,50.0,83.0,33.0,77.565,8.545150000000001,83.0,80.0,86.0,6.0,83.47,2.6565,86.0,118.71,208.9804,90.27040000000001,194.41875999999996,23.469715600000026,208.9804,505.08,600.61,95.53000000000003,556.2926,28.36313600000002,544.4,14.0,15.0,1.0,14.525,0.49875,15.0,5.0,6.0,1.0,5.845,0.2619500000000002,6.0,139.0,148.0,9.0,145.965,2.1591499999999977,148.0,1.96,2.33,0.3700000000000001,2.1099,0.14086400000000004,2.02,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.525,0.49875,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,11.83,3.6673,14.0,14.0,29.0,15.0,26.355,3.83005,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.475,0.49875,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.475,0.49875,3.0,28.11,33.285,5.174999999999997,31.453125,2.139600000000001,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,100.155,92.56275,12.0,2.0,2.525,10.0,11.83,False,0.033645949486530435,0.005730144756939385,Sn0.09464132987989432 Bi0.5643216220492303 Pb0.3410370480708755 ,Sn0.155Bi0.525Pb0.32,0.041204160922937945,6.351170352233275,0.000742382592764932,3.528025,1.0721952016100635,-0.008246470194674699,194.41876000000002,19441.875999999997,-4.857199530414251,0.005641946681030859,0.010880000000000153,14.525,0.7222999999999999,2.2808,7.0,0,7.0,0,0,11.33117,0.3977860633245584,2.35414065,-0.06870491875340304
9.229,In21Sn12Bi49Pb18,In21 Sn12 Bi49 Pb18,4,0.575325994545701,0.5123205796690617,0.49214001690145853,0.4902523876013816,0.4900124722239607,49.0,83.0,34.0,71.72,14.7552,83.0,75.0,86.0,11.0,82.07,3.8514,86.0,114.818,208.9804,94.1624,178.053376,40.801268160000006,208.9804,429.75,600.61,170.86,525.7229,45.262914,544.4,13.0,15.0,2.0,14.28,0.7056,15.0,5.0,6.0,1.0,5.67,0.4422,6.0,139.0,148.0,9.0,145.3,2.897999999999996,148.0,1.78,2.33,0.55,2.0181999999999998,0.1140120000000001,2.02,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.28,0.7056,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,9.38,6.190799999999999,14.0,13.0,29.0,16.0,23.66,6.7956,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.72,0.7056,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.72,0.7056,3.0,24.26,33.285,9.024999999999995,30.294100000000004,3.3205979999999995,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,92.49,78.8802,12.0,2.0,2.28,10.0,9.38,False,0.0728361721882469,0.007301046988541369,In0.13541883081172243 Sn0.08000522270355605 Bi0.5751106679381356 Pb0.20946527854658595 ,In0.21Sn0.12Bi0.49Pb0.18,0.04007381121874593,35.022584964145274,0.010528406624467466,3.3189,1.0726655427990253,-0.010312459572237939,178.053376,17805.3376,-6.421566185509997,0.024204066176202337,0.04507500000000012,14.28,0.15480000000000002,2.3396,8.0,0,8.0,0,0,10.26346,0.4826137308280072,2.6403318000000002,-0.11455462853314811
8.37,Bi0.355In0.645,Bi0.355 In0.645,2,0.7362404498531713,0.6790203598346702,0.6513875058406278,0.6464005930343601,0.6451643418216446,49.0,83.0,34.0,61.07,15.5703,49.0,75.0,86.0,11.0,78.905,5.03745,75.0,114.818,208.9804,94.1624,148.245652,43.12167108,114.818,429.75,544.4,114.64999999999998,470.45074999999997,52.50396749999999,429.75,13.0,15.0,2.0,13.709999999999999,0.9158999999999997,13.0,5.0,6.0,1.0,5.355,0.45795000000000013,5.0,142.0,148.0,6.0,144.13,2.7476999999999987,142.0,1.78,2.02,0.24,1.8652000000000002,0.10990800000000003,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,1.71,0.9158999999999999,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,4.97,6.411300000000001,0.0,13.0,29.0,16.0,18.68,7.3271999999999995,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.29,0.9158999999999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.29,0.9158999999999999,5.0,24.26,32.95,8.690000000000001,27.344950000000004,3.9795855000000016,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,139.0,127.0,93.915,58.15965,139.0,2.0,1.71,10.0,4.97,False,0.014296815877557045,0.003273613415563624,Bi0.5004399184672208 In0.4995600815327791 ,Bi0.355In0.645,0.021269284432738334,2.7778881442220267,-0.0010564455166130176,1.602825,1.0270779652530735,-0.005408148996027648,148.245652,148.245652,-11.954815827014224,0.02999143357559034,0.0572437500000001,13.709999999999999,0.9158999999999999,2.3993,4.0,0,4.0,0,0,6.96631,0.6265868917197354,2.0887099499999997,-0.13608839101583486
9.0,Bi0.387Sn0.167Pb0.144In0.302,Bi0.387 Sn0.167 Pb0.144 In0.302,4,0.5381431036443746,0.45330514326340554,0.4085672401108027,0.3962596565927901,0.3901348012432279,49.0,83.0,34.0,67.077,16.622225999999998,83.0,75.0,86.0,11.0,80.956,3.916728,86.0,114.818,208.9804,94.1624,165.21182080000003,45.9694759104,208.9804,429.75,600.61,170.86,511.3035,51.336963,544.4,13.0,15.0,2.0,14.085,0.7082100000000002,15.0,5.0,6.0,1.0,5.531,0.498078,6.0,139.0,148.0,9.0,144.397,3.2503860000000007,148.0,1.78,2.33,0.55,1.98214,0.12948732000000002,2.02,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.085,0.70821,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.434,6.973091999999999,14.0,13.0,29.0,16.0,21.519,7.656822,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.915,0.70821,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.915,0.70821,3.0,24.26,33.285,9.024999999999995,29.684605000000005,3.7299476599999997,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,102.569,70.10040599999999,12.0,2.0,2.085,10.0,7.434,False,0.0728361721882469,0.007435458722928636,Bi0.4895255945269504 Sn0.11999486419315583 Pb0.1805972469495354 In0.20988229433035818 ,Bi0.387Sn0.167Pb0.144In0.302,0.0400537745452002,29.15676504814675,0.003856973354603789,3.222441,1.072895804081975,-0.010865881548618905,165.21182080000003,165.21182080000003,-6.772953103396893,0.027373447476607162,0.05451340000000012,14.085,0.19054799999999997,2.4214,8.0,0,8.0,0,0,9.955310000000003,0.549904637030182,2.971002354,-0.1349923508681805
9.33,In19.1Sn8.3Bi44.7Cd5.3Pb22.6,In19.1 Sn8.3 Bi44.7 Cd5.3 Pb22.6,5,0.5450357786420997,0.477021975673308,0.4511702277447441,0.44770253749371747,0.4470578260768489,48.0,83.0,35.0,71.68599999999999,14.776644000000001,83.0,70.0,86.0,16.0,81.42300000000002,4.091838000000001,86.0,112.411,208.9804,96.5694,177.98238980000002,40.9185809292,208.9804,429.75,600.61,170.86,534.58221,44.943271079999974,544.4,12.0,15.0,3.0,14.15,0.7599000000000001,15.0,5.0,6.0,1.0,5.673000000000001,0.44014199999999964,6.0,139.0,148.0,9.0,145.443,2.5377219999999956,148.0,1.69,2.33,0.6400000000000001,2.02175,0.13932899999999998,2.02,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.15,0.7599000000000001,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,9.422,6.161988000000001,14.0,12.0,29.0,17.0,23.572000000000003,6.854087999999999,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.5320000000000005,0.85,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.5320000000000005,0.85,3.0,19.495,33.285,13.789999999999996,29.51106,3.7008864000000012,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,104.74799999999999,82.916712,12.0,2.0,2.15,10.0,9.422,False,0.09733158791905794,0.009457241799639495,In0.12321577446309802 Sn0.055359016198578984 Bi0.524851019839492 Cd0.033474002718441975 Pb0.263100186780389 ,In0.191Sn0.083Bi0.447Cd0.053Pb0.226,0.042187917817570815,243.23043175557862,0.007242762269914445,3.5972910000000002,1.0725549177009208,-0.011427569810026256,177.9823898,17798.238980000002,-6.4206308384929995,0.023079598495660634,0.04485605000000013,14.149999999999997,0.025116000000000013,2.2366599999999996,8.0,0,8.0,0,0,10.484903999999998,0.5411555340454245,3.012321236,-0.12929762192009037
9.37,Bi49In21Pb18Sn12,Bi49 In21 Pb18 Sn12,4,0.575325994545701,0.5123205796690619,0.49214001690145853,0.4902523876013816,0.4900124722239607,49.0,83.0,34.0,71.72,14.7552,83.0,75.0,86.0,11.0,82.07,3.8514,86.0,114.818,208.9804,94.1624,178.053376,40.801268160000006,208.9804,429.75,600.61,170.86,525.7229,45.262914,544.4,13.0,15.0,2.0,14.28,0.7056,15.0,5.0,6.0,1.0,5.67,0.44220000000000004,6.0,139.0,148.0,9.0,145.3,2.897999999999996,148.0,1.78,2.33,0.55,2.0182,0.11401199999999995,2.02,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.28,0.7056,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,9.38,6.190799999999999,14.0,13.0,29.0,16.0,23.66,6.795599999999999,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.72,0.7056,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.72,0.7056,3.0,24.26,33.285,9.024999999999995,30.294100000000004,3.3205979999999995,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,92.49,78.8802,12.0,2.0,2.28,10.0,9.38,False,0.0728361721882469,0.007301046988541369,Bi0.5751106679381356 In0.13541883081172243 Pb0.20946527854658595 Sn0.08000522270355605 ,Bi0.49In0.21Pb0.18Sn0.12,0.04007381121874593,35.02258496414528,0.010528406624467466,3.3188999999999997,1.0726655427990253,-0.01031245957223794,178.05337600000004,17805.3376,-6.421566185509998,0.02420406617620234,0.04507500000000012,14.280000000000001,0.15480000000000002,2.3396000000000003,8.0,0,8.0,0,0,10.263460000000002,0.4826137308280071,2.6403318,-0.11455462853314823
10.417,Bi51.6Cd8.2Pb40.2,Bi51.6 Cd8.2 Pb40.2,3,0.6592298536929286,0.587620669464211,0.5427155240971587,0.5279741995475928,0.5201004558704606,48.0,83.0,35.0,79.72800000000001,5.203391999999992,83.0,70.0,86.0,16.0,82.67800000000001,3.4283039999999994,86.0,112.411,208.9804,96.5694,200.34598839999998,14.421338097600012,208.9804,544.4,600.61,56.210000000000036,571.0816599999999,27.53547312000002,544.4,12.0,15.0,3.0,14.352,0.668736,15.0,5.0,6.0,1.0,5.918000000000001,0.15055199999999913,6.0,144.0,148.0,4.0,146.86800000000002,1.1682239999999993,148.0,1.69,2.33,0.6400000000000001,2.11756,0.17080176000000005,2.02,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.3520000000000003,0.668736,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,12.852,2.107728,14.0,12.0,29.0,17.0,27.204000000000004,2.493455999999996,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.156,0.678576,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.156,0.678576,3.0,19.495,32.95,13.455000000000002,29.901010000000007,3.1465576800000012,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,112.55,103.76760000000002,12.0,2.0,2.3520000000000003,10.0,12.852,False,0.09733158791905794,0.009269008576710295,Bi0.538238310939896 Cd0.046008917241689075 Pb0.41575277181841497 ,Bi0.516Cd0.08199999999999999Pb0.402,0.038220302282623214,10.010479225427934,-0.004843410440880182,3.261132,1.0638561626002818,-0.007589347354354328,200.3459884,20034.59884,-5.195366566819637,0.0077642037760741614,0.016251000000000165,14.352,0.43296,2.03606,5.0,0,5.0,0,0,10.778452,0.49510799486698265,2.641025064,-0.08860285247121699
9.7,Bi0.468Pb0.288Sn0.244,Bi0.468 Pb0.288 Sn0.244,3,0.6012520270236101,0.5203817315369662,0.4793066196027591,0.47088081300916323,0.46843216418778383,50.0,83.0,33.0,74.66,12.034080000000001,83.0,80.0,86.0,6.0,83.096,2.718144,86.0,118.71,208.9804,90.27040000000001,186.44166719999998,33.053053593600005,208.9804,505.08,600.61,95.53000000000003,550.9943999999999,28.57858559999999,544.4,14.0,15.0,1.0,14.468,0.49795199999999995,15.0,5.0,6.0,1.0,5.755999999999999,0.36892800000000037,6.0,139.0,148.0,9.0,145.228,3.0392639999999957,148.0,1.96,2.33,0.3700000000000001,2.09464,0.13556736000000003,2.02,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.468,0.49795199999999995,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,10.584,5.164992,14.0,14.0,29.0,15.0,25.052000000000003,5.393375999999998,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.532,0.49795199999999995,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.532,0.49795199999999995,3.0,28.11,33.285,5.174999999999997,31.63782,2.03202432,32.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,104.82,86.87952000000001,12.0,2.0,2.468,10.0,10.584,False,0.033645949486530435,0.005666691275625404,Bi0.5245760170932435 Pb0.32006579267491125 Sn0.15535819023184536 ,Bi0.468Pb0.288Sn0.244,0.04334317598884053,4.756692270979453,0.0028554140823939594,3.7519199999999993,1.072357373121868,-0.008796465171625861,186.44166719999998,186.44166719999998,-4.682380742886906,0.005474793190090049,0.010252800000000145,14.468,1.0189439999999998,2.3710400000000003,7.0,0,7.0,0,0,12.067208,0.39754479455199726,2.5596411839999997,-0.07225551714005932
