melting_point,formula,composition_obj,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model
11.1,Ga0.784In0.149Sn0.067,Ga0.784 In0.149 Sn0.067,3.0,0.8008408081510333,0.7859521711621927,0.784039588116806,0.7840010067442789,0.7840000048213078,31.0,50.0,19.0,34.955,6.201439999999999,31.0,74.0,80.0,6.0,74.551,0.8639680000000012,74.0,69.723,118.71,48.986999999999995,79.724284,15.682013311999999,69.723,302.91,505.08,202.16999999999996,335.35455,50.873054399999994,302.91,13.0,14.0,1.0,13.067,0.12502200000000016,13.0,4.0,5.0,1.0,4.216,0.3386880000000001,4.0,122.0,142.0,20.0,126.11900000000001,6.458592000000008,122.0,1.78,1.96,0.17999999999999994,1.8155800000000002,0.01935228000000012,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0670000000000002,0.12502200000000016,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,1.0,13.067,0.12502200000000016,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.933,0.12502200000000016,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.933,0.12502200000000016,5.0,18.8575,33.285,14.427499999999995,20.629115000000002,2.7778923200000003,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,141.0,77.0,80.334,25.611712,64.0,2.0,1.0670000000000002,10.0,0.0,False,0.008067283394428859,0.0004014568800222362,Ga0.6856484531112252 In0.21458809213012187 Sn0.09976345475865296 ,Ga0.784In0.149Sn0.067,0.062379452362844715,1.133926697817451,-0.00660387798493981,3.5562240000000003,1.0931787723733741,-0.005450294262948692,79.724284,79.724284,-1.4006732518672957,0.018086010040201793,0.028485350000000013,13.067,1.611904,2.7889,4.0,0.0,4.0,0.0,0.0,31.167432,0.3983954065761281,5.0880832080000005,-0.10923934026296
11.37,Sn0.125In0.202Ga0.673,Sn0.125 In0.202 Ga0.673,3.0,0.7136932114010894,0.6804212715448525,0.6733572615465778,0.6730218304579126,0.6730004026596266,31.0,50.0,19.0,37.011,8.090806,31.0,74.0,80.0,6.0,74.952,1.2813919999999994,74.0,69.723,118.71,48.986999999999995,84.955565,20.503032490000002,69.723,302.91,505.08,202.16999999999996,353.80293000000006,68.50188378000001,302.91,13.0,14.0,1.0,13.125,0.21875,13.0,4.0,5.0,1.0,4.327,0.44014200000000003,4.0,122.0,142.0,20.0,128.16500000000002,8.298090000000009,122.0,1.78,1.96,0.17999999999999994,1.8226900000000001,0.034327500000000066,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.125,0.21875,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,1.0,13.125,0.21875,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.875,0.21875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.875,0.21875,5.0,18.8575,33.285,14.427499999999995,21.7522425,3.8963234049999995,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,141.0,77.0,88.775,33.34715,64.0,2.0,1.125,10.0,0.0,False,0.008067283394428859,0.0007061580479470868,Sn0.17466483802444252 In0.27300431702149236 Ga0.5523308449540651 ,Sn0.125In0.202Ga0.673,0.06993449408842188,1.2698825356319348,-0.022265617664350257,4.621491000000001,1.0926144038079366,-0.007063087034096562,84.955565,84.955565,-1.444147932442865,0.020907685815691825,0.03770795000000004,13.125,1.9678520000000002,2.79267,4.0,0.0,4.0,0.0,0.0,28.275366,0.48840047703618744,6.559466682,-0.14754376568623573
11.78,Sn0.078In0.210Ga0.712,Sn0.078 In0.21 Ga0.712,3.0,0.746410074958799,0.718344757269501,0.7123197979842671,0.7120197671582705,0.712000354726582,31.0,50.0,19.0,36.262,7.493088,31.0,74.0,80.0,6.0,74.678,0.9654719999999988,74.0,69.723,118.71,48.986999999999995,83.013936,18.926292863999997,69.723,302.91,505.08,202.16999999999996,345.31566,60.38565983999997,302.91,13.0,14.0,1.0,13.078,0.14383199999999952,13.0,4.0,5.0,1.0,4.288,0.4101120000000001,4.0,122.0,142.0,20.0,127.52599999999998,7.8690239999999925,122.0,1.78,1.96,0.17999999999999994,1.8154,0.022557599999999872,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0779999999999998,0.14383199999999985,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,1.0,13.078,0.14383199999999952,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.922,0.14383200000000024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.922,0.14383200000000024,5.0,18.8575,33.285,14.427499999999995,21.11737,3.2180548799999995,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,141.0,77.0,85.756,30.980544,64.0,2.0,1.0779999999999998,10.0,0.0,False,0.008067283394428859,0.0004772933657397082,Sn0.11154006720028309 In0.290454605115941 Ga0.5980053276837759 ,Sn0.078In0.21Ga0.712,0.06790138367640419,1.094297264704483,-0.01676765383210408,4.306176,1.0928117158685298,-0.006389873820937877,83.013936,83.013936,-1.3859100169573182,0.020807646135904693,0.036775800000000004,13.078,2.016384,2.7748399999999998,4.0,0.0,4.0,0.0,0.0,28.899839999999998,0.4818160285687013,6.342936479999999,-0.14433597210533602
14.9,Ga86Sn11Zn3,Ga86 Sn11 Zn3,3.0,0.8675252157718529,0.8606116074846019,0.8600058972351692,0.8600000688190513,0.8600000001007956,30.0,50.0,20.0,33.06,3.7268000000000017,31.0,69.0,80.0,11.0,74.51,1.207800000000004,74.0,65.38,118.71,53.33,74.98128,9.620318399999999,69.723,302.91,692.68,389.7699999999999,336.8418,58.36269599999996,302.91,12.0,14.0,2.0,13.08,0.20240000000000008,13.0,4.0,5.0,1.0,4.11,0.19580000000000022,4.0,122.0,139.0,17.0,123.87,3.3286000000000033,122.0,1.65,1.96,0.31000000000000005,1.8216999999999999,0.030425999999999856,1.81,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.08,0.20240000000000008,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,2.0,13.08,0.20240000000000008,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.74,0.4471999999999998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.74,0.4471999999999998,5.0,13.96,33.285,19.324999999999996,20.297600000000003,2.8572280000000005,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,76.37,21.276400000000002,64.0,2.0,1.08,10.0,0.0,False,0.02373869707974785,0.0007735616424048672,Ga0.799680724012315 Sn0.17414944756852133 Zn0.02616982841916377 ,Ga0.86Sn0.11Zn0.03,0.048260685995762345,3.4162747938973634,0.00627444676971243,2.1909,1.093681309951164,-0.00397163656437594,74.98128,7498.214999999999,-1.7052282491072033,0.0038106169399981142,0.0048950000000000694,13.079999999999998,0.3916,2.8025,3.0,0.0,3.0,0.0,0.0,35.367999999999995,0.16827183650618546,1.8695619999999997,-0.01696484483474761
15.2,Ga0.835In0.165,Ga0.835 In0.165,2.0,0.8511462858991984,0.8371421207994947,0.8350503096714735,0.8350014033581684,0.8350000075798593,31.0,49.0,18.0,33.97,4.959899999999999,31.0,74.0,75.0,1.0,74.16499999999999,0.27554999999999463,74.0,69.723,114.818,45.095,77.163675,12.425927249999999,69.723,302.91,429.75,126.83999999999997,323.83860000000004,34.95076200000001,302.91,13.0,13.0,0.0,13.0,0.0,13.0,4.0,5.0,1.0,4.165,0.2755500000000001,4.0,122.0,142.0,20.0,125.29999999999998,5.510999999999989,122.0,1.78,1.81,0.030000000000000027,1.80505,0.008266500000000012,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,18.8575,24.26,5.4025,19.748912500000003,1.488658875000001,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,139.0,75.0,76.375,20.666249999999998,64.0,2.0,1.0,10.0,0.0,False,0.00022497468939830512,3.099588783185149e-05,Ga0.7544833109620557 In0.24551668903794438 ,Ga0.835In0.165,0.05670382664857482,0.7293529818504851,0.0006062076931269533,2.893275,1.09344098483821,-0.003723581082963572,77.163675,77.163675,-1.158073380235913,0.01825328493038347,0.027554999999999965,13.0,1.6533000000000002,2.76215,2.0,0.0,2.0,0.0,0.0,31.902569999999997,0.39258197964491776,4.64880405,-0.10522094599759119
15.5,Ga75.5In24.5,Ga75.5 In24.5,2.0,0.7937568897338781,0.7635035607888442,0.7555425608121248,0.7550408613138563,0.7550009775427263,31.0,49.0,18.0,35.41,6.659099999999999,31.0,74.0,75.0,1.0,74.245,0.36995000000000233,74.0,69.723,114.818,45.095,80.771275,16.68289525,69.723,302.91,429.75,126.83999999999997,333.98580000000004,46.924457999999994,302.91,13.0,13.0,0.0,13.0,0.0,13.0,4.0,5.0,1.0,4.245,0.36995000000000006,4.0,122.0,142.0,20.0,126.9,7.399000000000004,122.0,1.78,1.81,0.030000000000000027,1.8026499999999999,0.011098500000000105,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,18.8575,24.26,5.4025,20.181112499999998,1.998654874999998,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,139.0,75.0,82.375,27.74625,64.0,2.0,1.0,10.0,0.0,False,0.00022497468939830512,4.161469317145149e-05,Ga0.6517275479432508 In0.3482724520567491 ,Ga0.755In0.245,0.06490949160711283,0.6965039089979641,-0.010699756907739517,3.884475,1.0930304925702956,-0.004629028320374042,80.771275,8077.1275000000005,-1.0986855750852098,0.021233631224910215,0.03699499999999995,13.0,2.2197,2.73895,2.0,0.0,2.0,0.0,0.0,29.20321,0.49693175229504355,6.24142645,-0.14746438945785392
15.5,Ga78In22,Ga78 In22,2.0,0.8104319835741924,0.7857907835790106,0.7802782627817415,0.7800158221931071,0.7800002485276775,31.0,49.0,18.0,34.96,6.1776,31.0,74.0,75.0,1.0,74.22,0.34319999999999934,74.0,69.723,114.818,45.095,79.6439,15.476604000000002,69.723,302.91,429.75,126.83999999999997,330.81480000000005,43.53148800000001,302.91,13.0,13.0,0.0,13.0,0.0,13.0,4.0,5.0,1.0,4.22,0.34319999999999984,4.0,122.0,142.0,20.0,126.4,6.864000000000003,122.0,1.78,1.81,0.030000000000000027,1.8034000000000001,0.010295999999999972,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,18.8575,24.26,5.4025,20.04605,1.8541379999999998,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,139.0,75.0,80.5,25.74,64.0,2.0,1.0,10.0,0.0,False,0.00022497468939830512,3.860565670074916e-05,Ga0.6828387359232785 In0.3171612640767215 ,Ga0.78In0.22,0.06275553581321136,0.703770700235406,-0.007168998082811889,3.6036,1.0931582847221604,-0.004380712791340496,79.6439,7964.39,-1.1123480476816758,0.020426346328607486,0.034319999999999955,13.0,2.0592,2.7462,2.0,0.0,2.0,0.0,0.0,30.046760000000003,0.465191547247924,5.7901272,-0.13472066280839037
15.7,Ga78.55In21.45,Ga78.55 In21.45,2.0,0.814260707636074,0.7907959451118486,0.7857384065022004,0.7855127055896519,0.7855001811159967,31.0,49.0,18.0,34.861,6.065630999999999,31.0,74.0,75.0,1.0,74.2145,0.33697950000000065,74.0,69.723,114.818,45.095,79.3958775,15.1960905525,69.723,302.91,429.75,126.83999999999997,330.11718,42.74247978,302.91,13.0,13.0,0.0,13.0,0.0,13.0,4.0,5.0,1.0,4.2145,0.33697950000000004,4.0,122.0,142.0,20.0,126.29,6.739590000000003,122.0,1.78,1.81,0.030000000000000027,1.8035649999999999,0.010109385000000115,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,18.8575,24.26,5.4025,20.01633625,1.820531748749998,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,139.0,75.0,80.0875,25.273462500000004,64.0,2.0,1.0,10.0,0.0,False,0.00022497468939830512,3.790592917304808e-05,Ga0.6898017658410539 In0.3101982341589461 ,Ga0.7855In0.2145,0.062236069033969436,0.7056807117932485,-0.00639194381756069,3.53828475,1.0931864581583213,-0.00432210041452068,79.3958775,7939.58775,-1.115862145487954,0.020234898311168554,0.033697949999999956,13.0,2.021877,2.747795,2.0,0.0,2.0,0.0,0.0,30.232340999999998,0.45812689304611964,5.6851811445,-0.13186476261179195
18.8,Ga82Sn12Zn6,Ga82 Sn12 Zn6,3.0,0.8309031231136395,0.820962581678528,0.8200113509642107,0.8200001696942157,0.820000000369753,30.0,50.0,20.0,33.22,4.027199999999999,31.0,69.0,80.0,11.0,74.42,1.3392000000000013,74.0,65.38,118.71,53.33,75.34086,10.408593600000007,69.723,302.91,692.68,389.7699999999999,350.55660000000006,78.140424,302.91,12.0,14.0,2.0,13.06,0.22560000000000038,13.0,4.0,5.0,1.0,4.12,0.21120000000000005,4.0,122.0,139.0,17.0,124.04,3.5904000000000043,122.0,1.65,1.96,0.31000000000000005,1.8184000000000002,0.03398400000000014,1.81,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.06,0.22560000000000002,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,2.0,13.06,0.22560000000000038,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.58,0.6888,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.58,0.6888,5.0,13.96,33.285,19.324999999999996,20.29495,3.1176119999999985,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,81.04,27.945600000000002,64.0,2.0,1.06,10.0,0.0,False,0.02373869707974785,0.00103673934511769,Ga0.7588384260697135 Sn0.18907231765296126 Zn0.052089256277325184 ,Ga0.82Sn0.12Zn0.06,0.049970777323202785,4.043120671465726,0.0027364657064722644,2.4696,1.0935849939922535,-0.004871721632475676,75.34085999999999,7534.26,-1.9509684874288618,0.003957154605278156,0.0052800000000000746,13.06,0.42239999999999994,2.762,3.0,0.0,3.0,0.0,0.0,35.169,0.17566530783750448,2.0217479999999997,-0.018224831331467975
20.0,Ga86.5Sn13.5,Ga86.5 Sn13.5,2.0,0.8754713016427209,0.8660947080877957,0.8650160183700908,0.8650002787027634,0.8650000007416393,31.0,50.0,19.0,33.565,4.437449999999998,31.0,74.0,80.0,6.0,74.81,1.4013000000000018,74.0,69.723,118.71,48.986999999999995,76.336245,11.440913850000005,69.723,302.91,505.08,202.16999999999996,330.20295000000004,47.216803500000005,302.91,13.0,14.0,1.0,13.135,0.2335499999999998,13.0,4.0,5.0,1.0,4.135,0.2335499999999998,4.0,122.0,139.0,17.0,124.295,3.9703500000000016,122.0,1.81,1.96,0.1499999999999999,1.8302500000000002,0.035032500000000064,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.135,0.23355,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,1.0,13.135,0.2335499999999998,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.865,0.2335499999999998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.865,0.2335499999999998,5.0,18.8575,33.285,14.427499999999995,20.805212500000003,3.3695426250000002,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,141.0,77.0,74.395,17.983349999999994,64.0,2.0,1.135,10.0,0.0,False,0.005609209308919061,0.0006550154170490234,Ga0.790062374695009 Sn0.20993762530499108 ,Ga0.865Sn0.135,0.05244414822547995,2.3261478581810713,0.004851596689275328,2.452275,1.0935960946935923,-0.003290532881539606,76.336245,7633.6245,-1.196388314772825,0.004160511018406752,0.0058387500000000835,13.135,0.4671,2.85455,3.0,0.0,3.0,0.0,0.0,34.90095,0.1863272943749319,2.2222282499999997,-0.020406628422219172
20.2,Ga74Sn22Cd4,Ga74 Sn22 Cd4,3.0,0.7730459236035075,0.7464639472343829,0.7403434785650761,0.7400216987669684,0.7400003991538234,31.0,50.0,19.0,35.86,7.1928,31.0,70.0,80.0,10.0,75.16,2.129599999999998,74.0,69.723,118.71,48.986999999999995,82.20765999999999,18.477296799999994,69.723,302.91,594.22,291.31,359.03979999999996,83.07210399999997,302.91,12.0,14.0,2.0,13.18,0.36079999999999984,13.0,4.0,5.0,1.0,4.26,0.3847999999999999,4.0,122.0,144.0,22.0,126.62,6.837600000000002,122.0,1.69,1.96,0.27,1.8381999999999998,0.05359199999999986,1.81,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.18,0.3608,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,2.0,13.18,0.36079999999999984,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.58,0.6215999999999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.58,0.6215999999999999,5.0,18.8575,33.285,14.427499999999995,22.057050000000004,4.940298,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,86.14,32.7672,64.0,2.0,1.18,10.0,0.0,False,0.018059929014893283,0.0011784750727856816,Ga0.6276181562642702 Sn0.3176857241770414 Cd0.05469611955868833 ,Ga0.74Sn0.22Cd0.04,0.06703112656085827,2.655680160322124,-0.012886088445867205,4.1172,1.1017582819625018,-0.005692437026156728,82.20766,8220.766,-1.2669083483453512,0.005805237499088196,0.010500000000000115,13.18,0.7696000000000001,2.8166,3.0,0.0,3.0,0.0,0.0,32.7498,0.2452456316344117,3.54302,-0.03315178399082421
20.5,Ga86.5Sn13.5,Ga86.5 Sn13.5,2.0,0.8754713016427209,0.8660947080877957,0.8650160183700908,0.8650002787027634,0.8650000007416393,31.0,50.0,19.0,33.565,4.437449999999998,31.0,74.0,80.0,6.0,74.81,1.4013000000000018,74.0,69.723,118.71,48.986999999999995,76.336245,11.440913850000005,69.723,302.91,505.08,202.16999999999996,330.20295000000004,47.216803500000005,302.91,13.0,14.0,1.0,13.135,0.2335499999999998,13.0,4.0,5.0,1.0,4.135,0.2335499999999998,4.0,122.0,139.0,17.0,124.295,3.9703500000000016,122.0,1.81,1.96,0.1499999999999999,1.8302500000000002,0.035032500000000064,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.135,0.23355,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,1.0,13.135,0.2335499999999998,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.865,0.2335499999999998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.865,0.2335499999999998,5.0,18.8575,33.285,14.427499999999995,20.805212500000003,3.3695426250000002,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,141.0,77.0,74.395,17.983349999999994,64.0,2.0,1.135,10.0,0.0,False,0.005609209308919061,0.0006550154170490234,Ga0.790062374695009 Sn0.20993762530499108 ,Ga0.865Sn0.135,0.05244414822547995,2.3261478581810713,0.004851596689275328,2.452275,1.0935960946935923,-0.003290532881539606,76.336245,7633.6245,-1.196388314772825,0.004160511018406752,0.0058387500000000835,13.135,0.4671,2.85455,3.0,0.0,3.0,0.0,0.0,34.90095,0.1863272943749319,2.2222282499999997,-0.020406628422219172
